ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000283231,101060301,HNRNPCL4,protein_coding,heterogeneous nuclear ribonucleoprotein C-like 4
ENSG00000283056,124220,ZG16B,protein_coding,zymogen granule protein 16B
ENSG00000283139,343070,PRAMEF9,protein_coding,PRAME family member 9
ENSG00000283565,NA,PRAMEF31P,unprocessed_pseudogene,
ENSG00000283150,343068,PRAMEF5,protein_coding,PRAME family member 5
ENSG00000283650,NA,PRAMEF32P,unprocessed_pseudogene,
ENSG00000283046,3346,HTN1,protein_coding,histatin 1
ENSG00000202250,NA,RNU6-443P,snRNA,
ENSG00000202250,NA,RNU6-771P,snRNA,
ENSG00000283006,NA,,processed_pseudogene,
ENSG00000283070,124221,PRSS30P,unitary_pseudogene,protease, serine, 30 pseudogene
ENSG00000282979,NA,,lincRNA,
ENSG00000282874,NA,,lincRNA,
ENSG00000283387,391002,PRAMEF8,protein_coding,PRAME family member 8
ENSG00000282848,23026,MYO16,protein_coding,myosin XVI
ENSG00000283112,NA,,antisense,
ENSG00000283049,NA,,lincRNA,
ENSG00000283090,286828,CSN1S2AP,transcribed_unitary_pseudogene,casein alpha s2-like A, pseudogene
ENSG00000282937,64063,PRSS22,protein_coding,protease, serine 22
ENSG00000283478,653619,PRAMEF15,protein_coding,PRAME family member 15
ENSG00000282862,NA,RPS21P1,processed_pseudogene,
ENSG00000283009,80818,ZNF436,protein_coding,zinc finger protein 436
ENSG00000283008,NA,CYP2D7,polymorphic_pseudogene,
ENSG00000282868,401137,PRR27,protein_coding,proline rich 27
ENSG00000283248,NA,PRAMEF33P,unitary_pseudogene,
ENSG00000283488,653606,,protein_coding,PRAME family member 22
ENSG00000283106,NA,ZNF436-AS1,antisense,
ENSG00000282880,148789,B3GALNT2,protein_coding,beta-1,3-N-acetylgalactosaminyltransferase 2
ENSG00000282829,NA,,misc_RNA,
ENSG00000283012,NA,,lincRNA,
ENSG00000282941,6920,TCEA3,protein_coding,transcription elongation factor A3
ENSG00000282513,342184,FMN1,protein_coding,formin 1
ENSG00000282918,NA,MTCYBP14,processed_pseudogene,
ENSG00000283066,NA,MTND6P14,processed_pseudogene,
ENSG00000283014,NA,MTND5P19,processed_pseudogene,
ENSG00000282824,NA,MTND4P10,processed_pseudogene,
ENSG00000282857,NA,MTND4LP21,processed_pseudogene,
ENSG00000283116,NA,MTND3P8,processed_pseudogene,
ENSG00000282999,NA,MTCO3P46,processed_pseudogene,
ENSG00000283105,NA,,processed_pseudogene,
ENSG00000282903,101929095,,antisense,uncharacterized LOC101929095
ENSG00000282926,NA,CYP2D8P,unprocessed_pseudogene,
ENSG00000282972,2786,GNG4,protein_coding,G protein subunit gamma 4
ENSG00000283019,NA,,processed_pseudogene,
ENSG00000282892,6942,TCF20,protein_coding,transcription factor 20 (AR1)
ENSG00000282410,NA,,transcribed_processed_pseudogene,
ENSG00000283017,23085,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
ENSG00000283670,NA,,protein_coding,
ENSG00000283015,NA,,lincRNA,
ENSG00000282854,55616,ASAP3,protein_coding,ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
ENSG00000282932,5789,PTPRD,protein_coding,protein tyrosine phosphatase, receptor type D
ENSG00000282830,794,CALB2,protein_coding,calbindin 2
ENSG00000282981,NA,,protein_coding,
ENSG00000282945,55783,CMTR2,protein_coding,cap methyltransferase 2
ENSG00000282841,64693,CTAGE1,protein_coding,cutaneous T-cell lymphoma-associated antigen 1
ENSG00000283107,NA,,processed_pseudogene,
ENSG00000282839,NA,RPS4XP18,processed_pseudogene,
ENSG00000282899,1870,E2F2,protein_coding,E2F transcription factor 2
ENSG00000283079,NA,LINC01515,lincRNA,
ENSG00000282990,NA,,lincRNA,
ENSG00000283060,3399,ID3,protein_coding,inhibitor of DNA binding 3, HLH protein
ENSG00000282942,NA,RPS26P3,processed_pseudogene,
ENSG00000283510,54891,INO80D,protein_coding,INO80 complex subunit D
ENSG00000283129,NA,,misc_RNA,
ENSG00000283687,NA,,misc_RNA,
ENSG00000283641,NA,,processed_pseudogene,
ENSG00000283192,NA,,lincRNA,
ENSG00000283244,NA,,lincRNA,
ENSG00000283630,2483,FRG1,protein_coding,FSHD region gene 1
ENSG00000283284,1565,CYP2D6,protein_coding,cytochrome P450 family 2 subfamily D member 6
ENSG00000283397,NA,MLLT10P2,processed_pseudogene,
ENSG00000283437,NA,,processed_pseudogene,
ENSG00000283655,NA,TUBB7P,unprocessed_pseudogene,
ENSG00000283308,NA,RNA5SP174,rRNA,
ENSG00000283282,NA,RNA5SP175,rRNA,
ENSG00000283184,NA,DUX4L9,unprocessed_pseudogene,
ENSG00000283250,NA,RARRES2P4,processed_pseudogene,
ENSG00000283570,NA,DUX4L8,unprocessed_pseudogene,
ENSG00000283353,NA,,protein_coding,
ENSG00000283358,NA,,protein_coding,
ENSG00000283642,NA,,protein_coding,
ENSG00000283424,NA,,protein_coding,
ENSG00000283466,NA,,protein_coding,
ENSG00000283470,NA,,protein_coding,
ENSG00000283322,NA,,protein_coding,
ENSG00000283144,NA,,protein_coding,
ENSG00000283362,NA,,protein_coding,
ENSG00000283261,NA,,protein_coding,
ENSG00000283520,NA,,protein_coding,
ENSG00000283548,100288687,,protein_coding,double homeobox 4
ENSG00000283600,NA,,protein_coding,
ENSG00000283173,NA,,processed_pseudogene,
ENSG00000281053,NA,,lincRNA,
ENSG00000281266,NA,,lincRNA,
ENSG00000283628,NA,CYP2D8P,unprocessed_pseudogene,
ENSG00000283681,6942,TCF20,protein_coding,transcription factor 20 (AR1)
ENSG00000283447,4719,NDUFS1,protein_coding,NADH:ubiquinone oxidoreductase core subunit S1
ENSG00000283140,NA,,protein_coding,
ENSG00000283373,NA,,protein_coding,
ENSG00000283260,NA,,antisense,
ENSG00000283168,NA,GCSHP3,processed_pseudogene,
ENSG00000283391,1933,EEF1B2,protein_coding,eukaryotic translation elongation factor 1 beta 2
ENSG00000283254,NA,,misc_RNA,
ENSG00000283323,NA,,snoRNA,
ENSG00000283671,NA,SNORD51,snoRNA,
ENSG00000283482,619569,SNORA41,snoRNA,small nucleolar RNA, H/ACA box 41
ENSG00000283448,2825,GPR1,protein_coding,G protein-coupled receptor 1
ENSG00000283643,101669764,GPR1-AS,processed_transcript,GPR1 antisense RNA
ENSG00000283395,NA,RN7SKP200,misc_RNA,
ENSG00000283357,NA,HMGN1P6,processed_pseudogene,
ENSG00000281402,NA,RN7SKP260,misc_RNA,
ENSG00000283649,57683,ZDBF2,protein_coding,zinc finger DBF-type containing 2
ENSG00000283596,NA,,protein_coding,
ENSG00000283169,NA,,processed_pseudogene,
ENSG00000283305,NA,HNRNPA1P51,processed_pseudogene,
ENSG00000210049,NA,MT-TF,Mt_tRNA,
ENSG00000211459,NA,MT-RNR1,Mt_rRNA,
ENSG00000210077,NA,MT-TV,Mt_tRNA,
ENSG00000210082,NA,MT-RNR2,Mt_rRNA,
ENSG00000209082,NA,MT-TL1,Mt_tRNA,
ENSG00000198888,4535,MT-ND1,protein_coding,NADH dehydrogenase, subunit 1 (complex I)
ENSG00000210100,NA,MT-TI,Mt_tRNA,
ENSG00000223795,NA,,lincRNA,
ENSG00000210107,NA,MT-TQ,Mt_tRNA,
ENSG00000210112,NA,MT-TM,Mt_tRNA,
ENSG00000198763,4536,MT-ND2,protein_coding,MTND2
ENSG00000253735,NA,,lincRNA,
ENSG00000210117,NA,MT-TW,Mt_tRNA,
ENSG00000259727,NA,,lincRNA,
ENSG00000210127,NA,MT-TA,Mt_tRNA,
ENSG00000210135,NA,MT-TN,Mt_tRNA,
ENSG00000210140,NA,MT-TC,Mt_tRNA,
ENSG00000210144,NA,MT-TY,Mt_tRNA,
ENSG00000198804,4512,MT-CO1,protein_coding,cytochrome c oxidase subunit I
ENSG00000210151,NA,MT-TS1,Mt_tRNA,
ENSG00000210154,NA,MT-TD,Mt_tRNA,
ENSG00000198712,4513,MT-CO2,protein_coding,cytochrome c oxidase subunit II
ENSG00000210156,NA,MT-TK,Mt_tRNA,
ENSG00000253334,NA,,antisense,
ENSG00000241965,NA,RPS2P25,processed_pseudogene,
ENSG00000228253,4509,MT-ATP8,protein_coding,ATP synthase F0 subunit 8
ENSG00000225166,102724849,,lincRNA,uncharacterized LOC102724849
ENSG00000234285,NA,GAPDHP49,processed_pseudogene,
ENSG00000198899,4508,MT-ATP6,protein_coding,ATP synthase F0 subunit 6
ENSG00000249153,NA,,lincRNA,
ENSG00000231942,NA,HNRNPA1P36,processed_pseudogene,
ENSG00000188152,441457,NUTM2G,protein_coding,NUT family member 2G
ENSG00000261335,105274304,,antisense,uncharacterized LOC105274304
ENSG00000189229,NA,,lincRNA,
ENSG00000276886,26585,GREM1,protein_coding,gremlin 1, DAN family BMP antagonist
ENSG00000232187,NA,FTH1P7,processed_pseudogene,
ENSG00000198938,4514,MT-CO3,protein_coding,cytochrome c oxidase III
ENSG00000235165,NA,CDK5PS,processed_pseudogene,
ENSG00000269374,NA,,processed_pseudogene,
ENSG00000210164,NA,MT-TG,Mt_tRNA,
ENSG00000198840,4537,MT-ND3,protein_coding,NADH dehydrogenase, subunit 3 (complex I)
ENSG00000276253,NA,,protein_coding,
ENSG00000213176,NA,RPL13P6,processed_pseudogene,
ENSG00000264633,100422952,MIR4271,miRNA,microRNA 4271
ENSG00000210174,NA,MT-TR,Mt_tRNA,
ENSG00000189139,84075,FSCB,protein_coding,fibrous sheath CABYR binding protein
ENSG00000267250,NA,,lincRNA,
ENSG00000267152,NA,,lincRNA,
ENSG00000212907,4539,MT-ND4L,protein_coding,NADH dehydrogenase, subunit 4L (complex I)
ENSG00000280671,NA,,protein_coding,
ENSG00000200530,NA,SNORD35B,snoRNA,
ENSG00000198886,4538,MT-ND4,protein_coding,NADH dehydrogenase, subunit 4 (complex I)
ENSG00000207500,26771,SNORD102,snoRNA,small nucleolar RNA, C/D box 102
ENSG00000210176,NA,MT-TH,Mt_tRNA,
ENSG00000264158,100616351,MIR4670,miRNA,microRNA 4670
ENSG00000210184,NA,MT-TS2,Mt_tRNA,
ENSG00000210191,NA,MT-TL2,Mt_tRNA,
ENSG00000233277,105372626,,lincRNA,uncharacterized LOC105372626
ENSG00000280544,NA,,protein_coding,
ENSG00000174038,138724,C9orf131,protein_coding,chromosome 9 open reading frame 131
ENSG00000198786,4540,MT-ND5,protein_coding,NADH dehydrogenase, subunit 5 (complex I)
ENSG00000275821,135927,C7orf34,protein_coding,chromosome 7 open reading frame 34
ENSG00000222472,NA,RN7SKP7,misc_RNA,
ENSG00000231836,NA,LINC01149,processed_transcript,
ENSG00000222445,NA,RN7SKP56,misc_RNA,
ENSG00000198695,4541,MT-ND6,protein_coding,NADH dehydrogenase, subunit 6 (complex I)
ENSG00000222418,NA,RNA5SP113,rRNA,
ENSG00000210194,NA,MT-TE,Mt_tRNA,
ENSG00000252760,NA,RNA5SP54,rRNA,
ENSG00000279499,NA,,TEC,
ENSG00000198727,4519,MT-CYB,protein_coding,cytochrome b
ENSG00000223012,NA,RN7SKP264,misc_RNA,
ENSG00000241082,NA,RN7SL259P,misc_RNA,
ENSG00000210195,NA,MT-TT,Mt_tRNA,
ENSG00000273009,NA,,lincRNA,
ENSG00000252182,NA,RNA5SP413,rRNA,
ENSG00000210196,NA,MT-TP,Mt_tRNA,
ENSG00000278420,102465491,MIR6819,miRNA,microRNA 6819
ENSG00000199634,NA,RNU4-79P,snRNA,
ENSG00000252830,NA,,rRNA,
ENSG00000207249,NA,,snoRNA,
ENSG00000200372,NA,RNU5E-8P,snRNA,
ENSG00000207241,26805,SNORD45A,snoRNA,small nucleolar RNA, C/D box 45A
ENSG00000275283,NA,,misc_RNA,
ENSG00000278050,NA,,misc_RNA,
ENSG00000280496,677824,SNORA17B,snoRNA,small nucleolar RNA, H/ACA box 17B
ENSG00000266653,NA,,rRNA,
ENSG00000202245,NA,RNU6-728P,snRNA,
ENSG00000251861,NA,,scaRNA,
ENSG00000223142,NA,RN7SKP252,misc_RNA,
ENSG00000206776,NA,,snoRNA,
ENSG00000260701,NA,,antisense,
ENSG00000184203,5504,PPP1R2,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 2
ENSG00000207161,NA,,misc_RNA,
ENSG00000201709,NA,RNU6-686P,snRNA,
ENSG00000117650,4751,NEK2,protein_coding,NIMA related kinase 2
ENSG00000084090,56910,STARD7,protein_coding,StAR related lipid transfer domain containing 7
ENSG00000222874,NA,RN7SKP33,misc_RNA,
ENSG00000260922,NA,,antisense,
ENSG00000278357,NA,,misc_RNA,
ENSG00000238698,NA,RNU7-147P,snRNA,
ENSG00000226348,NA,VN2R10P,unitary_pseudogene,
ENSG00000200407,NA,RNU6-1169P,snRNA,
ENSG00000274005,6203,,protein_coding,ribosomal protein S9
ENSG00000199514,NA,RNU6-235P,snRNA,
ENSG00000223023,NA,,misc_RNA,
ENSG00000111802,51567,TDP2,protein_coding,tyrosyl-DNA phosphodiesterase 2
ENSG00000200555,NA,RNU6-525P,snRNA,
ENSG00000264153,677820,SNORA38,snoRNA,small nucleolar RNA, H/ACA box 38
ENSG00000276788,9302,SNORD26,snoRNA,small nucleolar RNA, C/D box 26
ENSG00000264379,NA,,snoRNA,
ENSG00000273596,NA,,misc_RNA,
ENSG00000274008,NA,,misc_RNA,
ENSG00000207359,NA,RNU6-925P,snRNA,
ENSG00000207762,574409,MIR329-2,miRNA,microRNA 329-2
ENSG00000207402,NA,RNU6-959P,snRNA,
ENSG00000199282,NA,,snoRNA,
ENSG00000206920,NA,RNY1P6,misc_RNA,
ENSG00000202041,NA,,misc_RNA,
ENSG00000199415,NA,RNA5SP370,rRNA,
ENSG00000239189,NA,RNU6-634P,snRNA,
ENSG00000200680,100033441,SNORD115-4,snoRNA,small nucleolar RNA, C/D box 115-4
ENSG00000264358,100422947,MIR3122,miRNA,microRNA 3122
ENSG00000276221,102466874,MIR8057,miRNA,microRNA 8057
ENSG00000202144,NA,,misc_RNA,
ENSG00000201523,NA,RNA5SP205,rRNA,
ENSG00000248911,NA,,processed_pseudogene,
ENSG00000276769,102465450,MIR6752,miRNA,microRNA 6752
ENSG00000265559,NA,RN7SL652P,misc_RNA,
ENSG00000208023,406961,MIR185,miRNA,microRNA 185
ENSG00000233427,NA,,antisense,
ENSG00000163291,152559,PAQR3,protein_coding,progestin and adipoQ receptor family member 3
ENSG00000243215,3108,HLA-DMA,protein_coding,major histocompatibility complex, class II, DM alpha
ENSG00000252532,NA,RNU7-193P,snRNA,
ENSG00000207209,NA,,misc_RNA,
ENSG00000283291,NA,,rRNA,
ENSG00000265164,100616110,MIR2681,miRNA,microRNA 2681
ENSG00000267665,NA,,lincRNA,
ENSG00000201388,NA,,snoRNA,
ENSG00000266191,NA,,misc_RNA,
ENSG00000275293,NA,,misc_RNA,
ENSG00000275117,26121,PRPF31,protein_coding,pre-mRNA processing factor 31
ENSG00000201813,NA,RNU6-915P,snRNA,
ENSG00000238906,NA,,snoRNA,
ENSG00000249515,NA,,lincRNA,
ENSG00000263892,100616214,MIR4667,miRNA,microRNA 4667
ENSG00000264974,100616395,MIR4789,miRNA,microRNA 4789
ENSG00000207944,693159,MIR574,miRNA,microRNA 574
ENSG00000248928,NA,,processed_pseudogene,
ENSG00000200163,100033456,SNORD115-18,snoRNA,small nucleolar RNA, C/D box 115-18
ENSG00000199550,NA,,misc_RNA,
ENSG00000249963,NA,EEF1A1P20,processed_pseudogene,
ENSG00000274799,NA,,misc_RNA,
ENSG00000267640,NA,,transcribed_unprocessed_pseudogene,
ENSG00000212024,100616354,MIR550A3,miRNA,microRNA 550a-3
ENSG00000270230,NA,MTND6P22,processed_pseudogene,
ENSG00000276823,NA,,misc_RNA,
ENSG00000252460,NA,RNU6-635P,snRNA,
ENSG00000252420,NA,,misc_RNA,
ENSG00000256494,NA,,lincRNA,
ENSG00000201271,NA,RNU1-112P,snRNA,
ENSG00000252319,NA,,misc_RNA,
ENSG00000239580,NA,RN7SL675P,misc_RNA,
ENSG00000206649,NA,,snoRNA,
ENSG00000280427,NA,,protein_coding,
ENSG00000273573,NA,,misc_RNA,
ENSG00000278108,102466193,MIR6757,miRNA,microRNA 6757
ENSG00000278086,105369139,,protein_coding,killer cell immunoglobulin-like receptor 2DS3
ENSG00000252262,NA,RNA5SP61,rRNA,
ENSG00000240322,NA,RN7SL481P,misc_RNA,
ENSG00000221598,100302149,MIR1249,miRNA,microRNA 1249
ENSG00000212411,NA,,snoRNA,
ENSG00000197863,388536,ZNF790,protein_coding,zinc finger protein 790
ENSG00000257456,NA,,antisense,
ENSG00000207516,NA,,snoRNA,
ENSG00000283502,NA,,snRNA,
ENSG00000237952,NA,RPL7AP73,processed_pseudogene,
ENSG00000200708,NA,RN7SKP93,misc_RNA,
ENSG00000276296,29844,TFPT,protein_coding,TCF3 (E2A) fusion partner (in childhood Leukemia)
ENSG00000275877,NA,,rRNA,
ENSG00000224466,NA,CDCA4P2,processed_pseudogene,
ENSG00000201006,NA,,misc_RNA,
ENSG00000251830,NA,,snoRNA,
ENSG00000253233,NA,,processed_pseudogene,
ENSG00000223026,NA,RN7SKP247,misc_RNA,
ENSG00000263896,NA,,snRNA,
ENSG00000273961,NA,,misc_RNA,
ENSG00000200003,NA,RNU6-986P,snRNA,
ENSG00000253028,NA,,snoRNA,
ENSG00000212219,NA,RNU6-604P,snRNA,
ENSG00000252667,NA,RNA5SP523,rRNA,
ENSG00000201701,NA,,snoRNA,
ENSG00000232268,390037,OR52I1,protein_coding,olfactory receptor family 52 subfamily I member 1
ENSG00000238723,NA,,misc_RNA,
ENSG00000206970,NA,RNU6-474P,snRNA,
ENSG00000253040,NA,RNA5SP454,rRNA,
ENSG00000275006,NA,,misc_RNA,
ENSG00000206972,NA,RNU6-17P,snRNA,
ENSG00000199459,NA,,misc_RNA,
ENSG00000278190,NA,,snRNA,
ENSG00000207306,NA,RNU6-1152P,snRNA,
ENSG00000170923,390882,OR7G2,protein_coding,olfactory receptor family 7 subfamily G member 2
ENSG00000200089,767612,SNORD114-31,snoRNA,small nucleolar RNA, C/D box 114-31
ENSG00000207430,NA,,snoRNA,
ENSG00000276100,NA,,misc_RNA,
ENSG00000254027,NA,,antisense,
ENSG00000202186,NA,RNU6-497P,snRNA,
ENSG00000264725,100422908,MIR3129,miRNA,microRNA 3129
ENSG00000222436,NA,RN7SKP278,misc_RNA,
ENSG00000222796,NA,RNU6-383P,snRNA,
ENSG00000274901,NA,,processed_pseudogene,
ENSG00000206905,NA,,misc_RNA,
ENSG00000212147,NA,RNU6-1106P,snRNA,
ENSG00000252474,NA,RNU6-539P,snRNA,
ENSG00000276563,NA,,processed_pseudogene,
ENSG00000243011,NA,RN7SL266P,misc_RNA,
ENSG00000266187,NA,RN7SL480P,misc_RNA,
ENSG00000231057,NA,,antisense,
ENSG00000251761,NA,RNU6-138P,snRNA,
ENSG00000244501,NA,RN7SL623P,misc_RNA,
ENSG00000115425,55825,PECR,protein_coding,peroxisomal trans-2-enoyl-CoA reductase
ENSG00000238632,NA,RNU7-126P,snRNA,
ENSG00000206767,NA,RNU6-949P,snRNA,
ENSG00000242688,NA,RN7SL304P,misc_RNA,
ENSG00000252410,NA,RNU5B-3P,snRNA,
ENSG00000206637,NA,,snoRNA,
ENSG00000238485,NA,,snoRNA,
ENSG00000277512,692106,SNORD65,snoRNA,small nucleolar RNA, C/D box 65
ENSG00000176142,55254,TMEM39A,protein_coding,transmembrane protein 39A
ENSG00000222451,NA,RN7SKP143,misc_RNA,
ENSG00000238808,NA,RNU7-102P,snRNA,
ENSG00000202357,NA,,misc_RNA,
ENSG00000222990,NA,RNU4-22P,snRNA,
ENSG00000199872,NA,RNU6-942P,snRNA,
ENSG00000200563,NA,RNU6-640P,snRNA,
ENSG00000277667,147798,TMC4,protein_coding,transmembrane channel like 4
ENSG00000083814,79891,ZNF671,protein_coding,zinc finger protein 671
ENSG00000207347,NA,RNU6-306P,snRNA,
ENSG00000212595,NA,,rRNA,
ENSG00000266166,NA,RN7SL557P,misc_RNA,
ENSG00000273913,NA,,misc_RNA,
ENSG00000201860,NA,,misc_RNA,
ENSG00000201390,NA,RNU6-1141P,snRNA,
ENSG00000253088,NA,,misc_RNA,
ENSG00000252889,NA,RNU6-1236P,snRNA,
ENSG00000200120,NA,,misc_RNA,
ENSG00000212347,NA,,snoRNA,
ENSG00000222544,NA,RNU6-735P,snRNA,
ENSG00000268392,NA,,lincRNA,
ENSG00000239190,NA,RNU6-717P,snRNA,
ENSG00000239504,NA,RN7SL583P,misc_RNA,
ENSG00000239021,NA,RNA5SP246,rRNA,
ENSG00000274975,102465440,MIR6735,miRNA,microRNA 6735
ENSG00000265420,100616159,MIR4779,miRNA,microRNA 4779
ENSG00000275775,NA,,misc_RNA,
ENSG00000207633,574508,MIR505,miRNA,microRNA 505
ENSG00000225528,NA,,transcribed_processed_pseudogene,
ENSG00000207960,406945,MIR153-2,miRNA,microRNA 153-2
ENSG00000207932,407039,MIR33A,miRNA,microRNA 33a
ENSG00000276706,NA,,misc_RNA,
ENSG00000265867,100616258,MIR4516,miRNA,microRNA 4516
ENSG00000263468,NA,,miRNA,
ENSG00000279287,NA,,protein_coding,
ENSG00000260038,NA,,sense_intronic,
ENSG00000222440,NA,RNU2-26P,snRNA,
ENSG00000199609,NA,RNA5SP124,rRNA,
ENSG00000265112,100422936,MIR3153,miRNA,microRNA 3153
ENSG00000266610,NA,RN7SL176P,misc_RNA,
ENSG00000266194,100616245,MIR4661,miRNA,microRNA 4661
ENSG00000243801,NA,RN7SL461P,misc_RNA,
ENSG00000264105,100500881,MIR3688-1,miRNA,microRNA 3688-1
ENSG00000202513,NA,RNU6-805P,snRNA,
ENSG00000234111,340017,,lincRNA,uncharacterized LOC340017
ENSG00000272055,NA,RNU6-6P,snRNA,
ENSG00000252115,NA,,misc_RNA,
ENSG00000252717,NA,RNU6-352P,snRNA,
ENSG00000276918,NA,,misc_RNA,
ENSG00000277887,677842,SNORA50C,snoRNA,small nucleolar RNA, H/ACA box 50C
ENSG00000264881,100422970,MIR1273D,miRNA,microRNA 1273d
ENSG00000212441,NA,RNU6-1269P,snRNA,
ENSG00000237222,100507391,,lincRNA,uncharacterized LOC100507391
ENSG00000236956,NA,NF1P8,unprocessed_pseudogene,
ENSG00000264720,100422871,MIR3117,miRNA,microRNA 3117
ENSG00000208024,406977,MIR199A2,miRNA,microRNA 199a-2
ENSG00000201143,100033816,SNORD115-42,snoRNA,small nucleolar RNA, C/D box 115-42
ENSG00000283203,100302142,MIR1246,miRNA,microRNA 1246
ENSG00000207963,693154,MIR569,miRNA,microRNA 569
ENSG00000271817,NA,,snoRNA,
ENSG00000199470,NA,,snoRNA,
ENSG00000202351,NA,RN7SKP204,misc_RNA,
ENSG00000277136,NA,,misc_RNA,
ENSG00000207369,NA,RNU6-665P,snRNA,
ENSG00000201033,NA,RNU1-96P,snRNA,
ENSG00000262132,NA,RNA5SP458,rRNA,
ENSG00000241552,NA,RN7SL58P,misc_RNA,
ENSG00000265738,NA,,misc_RNA,
ENSG00000222594,NA,RN7SKP235,misc_RNA,
ENSG00000244642,NA,RN7SL396P,misc_RNA,
ENSG00000202198,NA,RN7SK,misc_RNA,
ENSG00000207076,NA,RNU6-1113P,snRNA,
ENSG00000272020,NA,RNU1-30P,snRNA,
ENSG00000279183,NA,,protein_coding,
ENSG00000239595,NA,RN7SL79P,misc_RNA,
ENSG00000273927,NA,,misc_RNA,
ENSG00000280127,NA,,protein_coding,
ENSG00000200728,NA,RNU6-271P,snRNA,
ENSG00000206709,NA,RNU6-1080P,snRNA,
ENSG00000221394,100302156,MIR1229,miRNA,microRNA 1229
ENSG00000252204,NA,,snoRNA,
ENSG00000120341,89866,SEC16B,protein_coding,SEC16 homolog B, endoplasmic reticulum export factor
ENSG00000222419,NA,RNA5SP511,rRNA,
ENSG00000199570,NA,RNU6-228P,snRNA,
ENSG00000252080,NA,RNU7-99P,snRNA,
ENSG00000222636,NA,RN7SKP54,misc_RNA,
ENSG00000266758,100847041,MIR3680-2,miRNA,microRNA 3680-2
ENSG00000265376,100423038,MIR466,miRNA,microRNA 466
ENSG00000238390,NA,,snoRNA,
ENSG00000265253,100616476,MIR4446,miRNA,microRNA 4446
ENSG00000252383,NA,RNU6-314P,snRNA,
ENSG00000200774,NA,RNU6-478P,snRNA,
ENSG00000277577,NA,,misc_RNA,
ENSG00000240905,NA,RN7SL798P,misc_RNA,
ENSG00000221768,100302147,MIR1302-7,miRNA,microRNA 1302-7
ENSG00000252368,NA,RNA5SP43,rRNA,
ENSG00000273882,102465868,MIR8066,miRNA,microRNA 8066
ENSG00000206651,NA,,misc_RNA,
ENSG00000206834,677792,SNORA1,snoRNA,small nucleolar RNA, H/ACA box 1
ENSG00000199102,442895,MIR302C,miRNA,microRNA 302c
ENSG00000252594,NA,RNU6-656P,snRNA,
ENSG00000277004,NA,RNA5SP412,rRNA,
ENSG00000200883,NA,,misc_RNA,
ENSG00000275022,102465451,MIR6753,miRNA,microRNA 6753
ENSG00000211538,574503,MIR501,miRNA,microRNA 501
ENSG00000200656,677795,SNORA5B,snoRNA,small nucleolar RNA, H/ACA box 5B
ENSG00000274232,3805,KIR2DL4,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
